,env,nei_count,backoff,d,epoch,src,nei,etl,rtl,uwb_exposure,uwb_lst_scheduled,uwb_lst_aborted,uwb_lst_timeout,uwb_req_scheduled,uwb_req_aborted,uwb_req_timeout,uwb_req_count,uwb_avg_d_cm,uwb_avg_los,uwb_avg_rssi
0,iotlab-lille,7,30,1.8515128949051394,75595132,28:6B,15:7D,4DD8411169294EF2339181FFBEE36BC7364B601F2EF4EBE43401FE0C076C39E6,F01A838B64713610407B36F09F132542E0EFF338BDF93FB76CD3931F0A4F5A6C,836,30,0,1,85,0,57,28,179,,
1,iotlab-lille,7,30,3.86627727924421,75595132,28:6B,C3:5D,A581BF5A171A2528B79926774BF3BBB905FDF111D93940A03C896A263F6109B7,1AB6CCCBC0F92F9A247056216FB2351DD2F4B83E6491F58805D064ECE61C229A,841,29,0,1,89,0,61,28,392,,
2,iotlab-lille,7,30,4.800000000000001,75595132,28:6B,54:BB,243B4D4F25A975D4DD1B59F57F666BB1C66FA0BF4107122302872AC7C190A7FA,D68202CF455FFB93586E99F869441BB541E8AC1527F929C5D264DB9FBBD1E4FF,841,32,0,2,89,0,60,29,490,,
3,iotlab-lille,7,30,2.7905555002543854,75595132,28:6B,0B:6D,3CDF0E5BD14221A69F935C603FB5679CE25BFE3308C5425DC8FF32F261F3947A,A9ECA9FA99B676B509951FE915A109FFEAF32E4AB21A309B17DD6CF4A8D36E01,840,30,0,1,95,0,66,29,287,,
4,iotlab-lille,7,30,4.7103290755530045,75595132,28:6B,69:AD,7D76BFB0DF102043E88D6376607FE2E8BA785BF29EAABABF0B91E46202B859B5,77FCC45D016FC2C5B5A105252A0F9961C947E74BEBD8E8D863583FAA7246DF54,841,30,0,1,91,0,62,29,494,,
5,iotlab-lille,7,30,4.192755657082822,75595132,28:6B,12:A7,781AA4FB03F0C1399E049DC99ADFA097F10EA7D2DD2AC75AB1D104944217C3D1,B7995CC179B8BCBD737CC74D2597375A8214BFD257F1D03476B9B619F3896B80,835,30,0,1,82,0,54,28,425,,
6,iotlab-lille,7,30,5.655015473011549,75595132,28:6B,F0:BB,5B6679C72378532906DE7C194959A2E1E22F7A5311E57080325E059F25B01FF7,8D909D3820135A23998F5CFE75A357EE67F3BE6B2CE152EAB9DECCCA74ACE7A8,835,29,0,1,87,0,58,29,575,,
7,iotlab-lille,7,30,1.8515128949051394,75595133,15:7D,28:6B,F01A838B64713610407B36F09F132542E0EFF338BDF93FB76CD3931F0A4F5A6C,4DD8411169294EF2339181FFBEE36BC7364B601F2EF4EBE43401FE0C076C39E6,831,29,0,1,90,0,61,29,178,,
8,iotlab-lille,7,30,2.3999999999999986,75595133,15:7D,C3:5D,9E94E783DDFFDC9CE08E3737B15DA7CC37F8DD9C94239F25AD3D0D01CEAB5912,3949C970CEB99C6841FEA1F6200E3891066412477E2175C13E333B0BB0E14DAF,841,32,0,2,99,0,70,29,245,,
9,iotlab-lille,7,30,3.866277279244207,75595133,15:7D,54:BB,A64774A4615AF1832E2E560B543FEBDCFA2895FFE17A6B16897DDDDCB5C65D5B,7994F2E7292019FDC88A99219DF5C157A8BC44B552930A8E92D536EE34920C2E,841,30,0,1,102,0,73,29,395,,
10,iotlab-lille,7,30,1.1696580696938728,75595133,15:7D,0B:6D,4AE049C93BEE776F9961E216B9DB5782C092C1C4F04C9D4412B467C16B13E771,648C394639C56DAE3A4344CF9845200F6AA9CE23AB52B6DB0EDB39656869E61F,836,29,0,1,95,0,66,29,113,,
11,iotlab-lille,7,30,3.163558123379433,75595133,15:7D,69:AD,8499C5F9451EB750728FE6922E26B0B37DA15E9CD92B8EF8E911EA079394850C,4E5F566876099F2379D4AA9757E04F86FC2D24676651DFFBA0DE4F1E1C27E90E,842,31,0,2,106,0,77,29,318,,
12,iotlab-lille,7,30,3.3406735847729867,75595133,15:7D,12:A7,7320750EE9DC3818B422F7160877D96F3B05FE6F6C3BB2D7B329E6720F82DEA5,76696DD814E0A8B55D9AC07EAC62EBD4555D8163EBBF0C24EB0045FDCF8BEBE5,851,30,0,1,112,0,84,28,330,,
13,iotlab-lille,7,30,4.4497303289075845,75595133,15:7D,F0:BB,1BBB2E65B5BEBC98259D631A631C7C7C51B58B67EE16189DCC0E99219E6B51CE,EEF9419E39E00940AC9B2AC7188DCC47B10B6297DB243B449E54FA3CFFE924CE,836,30,0,1,99,0,71,28,442,,
14,iotlab-lille,7,30,3.86627727924421,75595132,C3:5D,28:6B,1AB6CCCBC0F92F9A247056216FB2351DD2F4B83E6491F58805D064ECE61C229A,A581BF5A171A2528B79926774BF3BBB905FDF111D93940A03C896A263F6109B7,829,29,0,1,93,0,64,28,390,,
15,iotlab-lille,7,30,2.3999999999999986,75595132,C3:5D,15:7D,3949C970CEB99C6841FEA1F6200E3891066412477E2175C13E333B0BB0E14DAF,9E94E783DDFFDC9CE08E3737B15DA7CC37F8DD9C94239F25AD3D0D01CEAB5912,834,31,0,2,97,0,67,30,254,,
16,iotlab-lille,7,30,1.8515128949051372,75595132,C3:5D,54:BB,9B681C41BB970D737708FF6013354D7498F691952FCE26767120DEAF6E78E06A,85E875DF9B4373082C06C876984B89F26B8E0C845BF235B6FA45D069CCFB7038,830,30,0,1,93,0,64,28,186,,
17,iotlab-lille,7,30,2.0610919436065926,75595132,C3:5D,0B:6D,4FEB799E851B89F5354BAECC50DC9ABD1EF7B3609BD7A5EE52E58FCA7D7EB4E5,AC5EE0840AD713474B3DD8DB1F90F724256151C71CF421C95DE31FD28C0D75CB,835,31,0,3,96,0,66,30,209,,
18,iotlab-lille,7,30,1.1696580696938745,75595132,C3:5D,69:AD,CB45F1B598FA51705785A684B61BD61FC04F7DE89D7AEB182A6AA8CE66C2D695,232EAC48FBA157DF5E256D892C41F76F4D10B9C862EFD95CA8077F52B01F6C57,840,30,0,1,101,0,73,28,117,,
19,iotlab-lille,7,30,3.747012143028096,75595132,C3:5D,12:A7,45F08C6AEF8D3BD399EC9FD4EC8B0C98E5CF354FCD95E0A0606E80BA267FF60B,F848626A7110FE11DCD667EFB2EFEB0524678210D27D16A23CFB5F22BE33DEE7,852,29,0,1,115,0,87,28,386,,
20,iotlab-lille,7,30,3.340673584772987,75595132,C3:5D,F0:BB,BE536D419B641866F08EBA189F7DD3667526703FE65889429D65EB7BC3E3766D,2B43B599C5F079706442F088E376A32BF9EA4729FBA0739BECD5D5DB8FA70D41,841,30,0,1,103,0,75,28,331,,
21,iotlab-lille,7,30,4.800000000000001,75595132,54:BB,28:6B,D68202CF455FFB93586E99F869441BB541E8AC1527F929C5D264DB9FBBD1E4FF,243B4D4F25A975D4DD1B59F57F666BB1C66FA0BF4107122302872AC7C190A7FA,835,32,0,3,100,0,70,30,490,,
22,iotlab-lille,7,30,3.866277279244207,75595132,54:BB,15:7D,7994F2E7292019FDC88A99219DF5C157A8BC44B552930A8E92D536EE34920C2E,A64774A4615AF1832E2E560B543FEBDCFA2895FFE17A6B16897DDDDCB5C65D5B,830,30,0,1,96,0,67,29,397,,
23,iotlab-lille,7,30,1.8515128949051372,75595132,54:BB,C3:5D,85E875DF9B4373082C06C876984B89F26B8E0C845BF235B6FA45D069CCFB7038,9B681C41BB970D737708FF6013354D7498F691952FCE26767120DEAF6E78E06A,830,29,0,1,98,0,68,29,187,,
24,iotlab-lille,7,30,3.68065211613377,75595132,54:BB,0B:6D,6CCC29F5BC2CF204B66D3E551B02F473F57570E08D26C38F5AD5BF84A4D4A183,D8B15CA3E7726587871181443D4FA1F124AE3FCF2AA44EC5F118EB02C49D0E19,841,30,0,1,104,0,75,29,371,,
25,iotlab-lille,7,30,2.2152200793600616,75595132,54:BB,69:AD,CBB6FCEC21D9C7020C5AA07B8D788763CE8D80F1F3B030EBB186CE1B6D583D53,FBEC5D2389449D99AC5167E6DDAA700A4EA071A045C12D74C4942E01623757F8,841,29,0,1,107,0,78,29,227,,
26,iotlab-lille,7,30,4.831066134923015,75595132,54:BB,12:A7,231441958D87646652C5907B3EA4AEEC26B147F13C27340CA9256A51A2149F00,640122556C1AAA8F3EE04968750EFA7FC34374E47E4B83209F99B71A9E245870,830,29,0,1,125,0,97,27,481,,
27,iotlab-lille,7,30,3.8339535730105028,75595132,54:BB,F0:BB,5A68CE8890D5AE4531FEAD217E37B533D6A7FB4D8A198C496BE6C50EA4EE77B6,BAFAD9FB3A44EE6F9E487DBC3C27A70327DB051FC302FE27334D01824C3576A0,840,32,0,2,107,0,79,28,404,,
28,iotlab-lille,7,30,2.7905555002543854,75595133,0B:6D,28:6B,A9ECA9FA99B676B509951FE915A109FFEAF32E4AB21A309B17DD6CF4A8D36E01,3CDF0E5BD14221A69F935C603FB5679CE25BFE3308C5425DC8FF32F261F3947A,830,30,0,1,99,0,69,29,286,,
29,iotlab-lille,7,30,1.1696580696938728,75595133,0B:6D,15:7D,648C394639C56DAE3A4344CF9845200F6AA9CE23AB52B6DB0EDB39656869E61F,4AE049C93BEE776F9961E216B9DB5782C092C1C4F04C9D4412B467C16B13E771,834,31,0,2,105,0,77,28,111,,
30,iotlab-lille,7,30,2.0610919436065926,75595133,0B:6D,C3:5D,AC5EE0840AD713474B3DD8DB1F90F724256151C71CF421C95DE31FD28C0D75CB,4FEB799E851B89F5354BAECC50DC9ABD1EF7B3609BD7A5EE52E58FCA7D7EB4E5,839,31,0,1,105,0,77,28,206,,
31,iotlab-lille,7,30,3.68065211613377,75595133,0B:6D,54:BB,D8B15CA3E7726587871181443D4FA1F124AE3FCF2AA44EC5F118EB02C49D0E19,6CCC29F5BC2CF204B66D3E551B02F473F57570E08D26C38F5AD5BF84A4D4A183,830,32,0,3,99,0,69,29,370,,
32,iotlab-lille,7,30,2.400000000000002,75595133,0B:6D,69:AD,00210B3BCF76F0DB82BE285B3BFF7545CD138CB2FAC43C6CF3A035861A22481C,F815360E30944068A65AA0827DC53620C3FB31DF11F952A0E71B76BE74A9B763,840,30,0,1,107,0,78,29,245,,
33,iotlab-lille,7,30,2.4,75595133,0B:6D,12:A7,BF0EC49E35E770EB66E8635BCF9D27B829DB137E508722E8563D10192FB56409,05CECFA0A6EA1527BBBC8F6EB2565834D350C664DB1182C02041966C4523DAAD,856,29,0,1,122,0,94,28,238,,
34,iotlab-lille,7,30,3.3941125496954294,75595133,0B:6D,F0:BB,273317F57186326F3A3C379780E47B70CF7787639E66916EE77BDA6D852800E6,0E4EFC3BBFA099BD8BBB26BF75A88147DD3CA96B50A427000110CE104CDB1A42,840,31,0,1,111,0,83,28,346,,
35,iotlab-lille,7,30,4.7103290755530045,75595132,69:AD,28:6B,77FCC45D016FC2C5B5A105252A0F9961C947E74BEBD8E8D863583FAA7246DF54,7D76BFB0DF102043E88D6376607FE2E8BA785BF29EAABABF0B91E46202B859B5,835,31,0,2,82,0,53,29,496,,
36,iotlab-lille,7,30,3.163558123379433,75595132,69:AD,15:7D,4E5F566876099F2379D4AA9757E04F86FC2D24676651DFFBA0DE4F1E1C27E90E,8499C5F9451EB750728FE6922E26B0B37DA15E9CD92B8EF8E911EA079394850C,840,30,0,1,88,0,59,29,319,,
37,iotlab-lille,7,30,1.1696580696938745,75595132,69:AD,C3:5D,232EAC48FBA157DF5E256D892C41F76F4D10B9C862EFD95CA8077F52B01F6C57,CB45F1B598FA51705785A684B61BD61FC04F7DE89D7AEB182A6AA8CE66C2D695,830,30,0,2,77,0,48,29,115,,
38,iotlab-lille,7,30,2.2152200793600616,75595132,69:AD,54:BB,FBEC5D2389449D99AC5167E6DDAA700A4EA071A045C12D74C4942E01623757F8,CBB6FCEC21D9C7020C5AA07B8D788763CE8D80F1F3B030EBB186CE1B6D583D53,830,30,0,1,77,0,49,28,226,,
39,iotlab-lille,7,30,2.400000000000002,75595132,69:AD,0B:6D,F815360E30944068A65AA0827DC53620C3FB31DF11F952A0E71B76BE74A9B763,00210B3BCF76F0DB82BE285B3BFF7545CD138CB2FAC43C6CF3A035861A22481C,830,30,0,1,79,0,50,29,245,,
40,iotlab-lille,7,30,3.3941125496954294,75595132,69:AD,12:A7,0394AEA5E80510AAFB04E42A7941C132BF4DEC4850DFA2D0CD14FAFE52A62584,18EA4F4EAC999A568CF6E60A79EE75A7E49C89BDE0D54C310891F63BD8093629,851,30,0,2,98,0,70,28,356,,
41,iotlab-lille,7,30,2.4,75595132,69:AD,F0:BB,A16B51F2F467ACBA91B5499C073A69E21B2D205B1544FAB649AD9325DCA56D88,06007F261F500E47001F27D9940A627435F2AB3FF1DB1123642923E6510F4CF1,836,29,0,1,84,0,56,28,241,,
42,iotlab-lille,7,30,4.192755657082822,75595133,12:A7,28:6B,B7995CC179B8BCBD737CC74D2597375A8214BFD257F1D03476B9B619F3896B80,781AA4FB03F0C1399E049DC99ADFA097F10EA7D2DD2AC75AB1D104944217C3D1,845,30,0,2,103,0,74,29,424,,
43,iotlab-lille,7,30,3.3406735847729867,75595133,12:A7,15:7D,76696DD814E0A8B55D9AC07EAC62EBD4555D8163EBBF0C24EB0045FDCF8BEBE5,7320750EE9DC3818B422F7160877D96F3B05FE6F6C3BB2D7B329E6720F82DEA5,845,30,0,2,100,0,71,29,330,,
44,iotlab-lille,7,30,3.747012143028096,75595133,12:A7,C3:5D,F848626A7110FE11DCD667EFB2EFEB0524678210D27D16A23CFB5F22BE33DEE7,45F08C6AEF8D3BD399EC9FD4EC8B0C98E5CF354FCD95E0A0606E80BA267FF60B,830,29,0,1,87,0,59,28,386,,
45,iotlab-lille,7,30,4.831066134923015,75595133,12:A7,54:BB,640122556C1AAA8F3EE04968750EFA7FC34374E47E4B83209F99B71A9E245870,231441958D87646652C5907B3EA4AEEC26B147F13C27340CA9256A51A2149F00,830,28,0,1,84,0,56,28,481,,
46,iotlab-lille,7,30,2.4,75595133,12:A7,0B:6D,05CECFA0A6EA1527BBBC8F6EB2565834D350C664DB1182C02041966C4523DAAD,BF0EC49E35E770EB66E8635BCF9D27B829DB137E508722E8563D10192FB56409,830,30,0,2,86,0,58,28,237,,
47,iotlab-lille,7,30,3.3941125496954294,75595133,12:A7,69:AD,18EA4F4EAC999A568CF6E60A79EE75A7E49C89BDE0D54C310891F63BD8093629,0394AEA5E80510AAFB04E42A7941C132BF4DEC4850DFA2D0CD14FAFE52A62584,831,29,0,1,86,0,58,28,357,,
48,iotlab-lille,7,30,2.400000000000002,75595133,12:A7,F0:BB,5A3037CF9FBD682F354FB705F1AAA367A534D55284E73D55346653996F9079AD,7F014BF1D89578FBAC33AD8C505773A7EF52B0B307175D97CEDBD0447C322EE3,841,29,0,1,96,0,68,28,252,,
49,iotlab-lille,7,30,5.655015473011549,75595133,F0:BB,28:6B,8D909D3820135A23998F5CFE75A357EE67F3BE6B2CE152EAB9DECCCA74ACE7A8,5B6679C72378532906DE7C194959A2E1E22F7A5311E57080325E059F25B01FF7,840,30,0,1,98,0,70,28,576,,
50,iotlab-lille,7,30,4.4497303289075845,75595133,F0:BB,15:7D,EEF9419E39E00940AC9B2AC7188DCC47B10B6297DB243B449E54FA3CFFE924CE,1BBB2E65B5BEBC98259D631A631C7C7C51B58B67EE16189DCC0E99219E6B51CE,840,29,0,1,98,0,69,29,448,,
51,iotlab-lille,7,30,3.8339535730105028,75595133,F0:BB,54:BB,BAFAD9FB3A44EE6F9E487DBC3C27A70327DB051FC302FE27334D01824C3576A0,5A68CE8890D5AE4531FEAD217E37B533D6A7FB4D8A198C496BE6C50EA4EE77B6,835,29,0,1,119,0,90,29,404,,
52,iotlab-lille,7,30,3.3941125496954294,75595133,F0:BB,0B:6D,0E4EFC3BBFA099BD8BBB26BF75A88147DD3CA96B50A427000110CE104CDB1A42,273317F57186326F3A3C379780E47B70CF7787639E66916EE77BDA6D852800E6,830,29,0,1,83,0,53,30,348,,
53,iotlab-lille,7,30,2.4,75595133,F0:BB,69:AD,06007F261F500E47001F27D9940A627435F2AB3FF1DB1123642923E6510F4CF1,A16B51F2F467ACBA91B5499C073A69E21B2D205B1544FAB649AD9325DCA56D88,830,29,0,1,85,0,57,28,243,,
54,iotlab-lille,7,30,2.400000000000002,75595133,F0:BB,12:A7,7F014BF1D89578FBAC33AD8C505773A7EF52B0B307175D97CEDBD0447C322EE3,5A3037CF9FBD682F354FB705F1AAA367A534D55284E73D55346653996F9079AD,829,29,0,1,89,0,60,28,253,,
55,iotlab-lille,7,30,3.340673584772987,75595133,F0:BB,C3:5D,2B43B599C5F079706442F088E376A32BF9EA4729FBA0739BECD5D5DB8FA70D41,BE536D419B641866F08EBA189F7DD3667526703FE65889429D65EB7BC3E3766D,845,29,0,1,102,0,73,29,331,,
56,iotlab-lille,10,30,3.86627727924421,75598162,28:6B,C3:5D,70852417BC96B6673824D3D6D205BE399381019B28A19C6F99368A42CAAA7E4B,DD03982838F0069D877967A9B34C851F413D9B68EC8F8DB3B7767C72BE50C4FA,841,31,0,1,97,0,68,29,391,,
57,iotlab-lille,10,30,4.800000000000001,75598162,28:6B,54:BB,6F2CC83E6C13A0C5AB17B08F0C7B14D33F1578B3D2DA68B6AC9277AF2FB668A2,8DC9F80B3ECF1B8233F12B046E95B53BBDCEE3B40E1BEAAB0F0339FF5EA03CFB,842,29,0,1,96,0,66,30,490,,
58,iotlab-lille,10,30,2.7905555002543854,75598162,28:6B,0B:6D,8B93F20F0D6B95E5FFDAE1225BE0C574C271E0219D6C5ACC36C3C3C1327C9012,3CD497A0A0CC8DE0DB7D77F2D24F919377F7A78FE4472AFC07DF132DE10BCD20,841,30,0,1,97,0,69,28,285,,
59,iotlab-lille,10,30,4.7103290755530045,75598162,28:6B,69:AD,4FAB1B238F464788DE9574E44989B485FBA5C901624F09125FB5E1A101202000,4065B0FDE36C7F7B24191AE5C7B019B59EA8616980AE253FE1DF4887A23208AC,841,36,0,10,98,0,70,28,496,,
60,iotlab-lille,10,30,4.192755657082822,75598162,28:6B,12:A7,DBD836236EBF123732A7914A89D7A7EA2FD7FFDE5D464EC2FAA11781E9297938,BFD89148F1C0D6B39752213672B16125DFEFDBD954720DC636551152BD4F3819,841,29,0,1,96,0,68,28,411,,
61,iotlab-lille,10,30,5.655015473011549,75598162,28:6B,F0:BB,6DFD287335A91BF7105CCD7CB1BA162457CB3876950CAAA3A94779803C0FEEC1,68FA2407986F6329BEC77ED3C5C6D9CB608E426713DD1A35A10D56FC763D2E0C,840,30,0,2,98,0,70,28,574,,
62,iotlab-lille,10,30,6.682155340906107,75598162,28:6B,E2:E7,8CECD4AFC76875E0D614EE552DCC579150D6C80B0346D23816A1FF9E06CCB551,C45A96DCCD549681542BFDB840D2304819956E915CCB2C7207700FAB33309C9C,846,29,0,1,105,0,74,31,699,,
63,iotlab-lille,10,30,7.339427770609913,75598162,28:6B,D4:AB,DFBA722809BF1A353271A08713F9E35B0501E3EBDD13C147842D27718B4AD177,159BD251E24CB57C0C3CD9E85BDC1C09591847CE01FB5778AFD4E97E4DA05F28,841,29,0,1,96,0,68,28,734,,
64,iotlab-lille,10,30,8.262396746707338,75598162,28:6B,0A:E7,599710BF81BA4E25784719DDB2F88D9C4F784517FF97243E48BA40D2CB56DF6E,FD1857D4A447B83AB7ECD77BF497B2A9A4064F7507E61F1C38B0F24DC68585AD,840,31,0,2,100,0,70,29,834,,
65,iotlab-lille,10,30,1.8515128949051394,75598162,28:6B,15:7D,4D8248B1EADD38776A56303CE44D9FFB6979FDBBFB29FCE3A5EE3128F2EDEA88,E0EA99A1C2F4DCBD64B453D9A37E8B24AB116D4604B95905AF4FFAD5A42D53E0,840,31,0,2,125,0,95,30,179,,
66,iotlab-lille,10,30,1.8515128949051394,75598163,15:7D,28:6B,E0EA99A1C2F4DCBD64B453D9A37E8B24AB116D4604B95905AF4FFAD5A42D53E0,4D8248B1EADD38776A56303CE44D9FFB6979FDBBFB29FCE3A5EE3128F2EDEA88,830,32,0,1,120,0,91,28,179,,
67,iotlab-lille,10,30,2.3999999999999986,75598163,15:7D,C3:5D,99D16960A0ED79917D70537510E30A025BE9AE87192AE0ADD9DDB5A7838AF2CD,5CC84AB425A6BD4043260DCE50578943E842D012DE56A64836101317E1CCD4BD,841,30,0,1,97,0,69,28,254,,
68,iotlab-lille,10,30,3.866277279244207,75598163,15:7D,54:BB,154A8094FA5EB52769205B9AB3307094AB22D5021D7B039CD817D545038AA4DE,26DF406E023E6AAC5471894130794932A9627CC4B14E9DADB626DC2A3EDC7197,840,30,0,2,94,0,64,30,396,,
69,iotlab-lille,10,30,1.1696580696938728,75598163,15:7D,0B:6D,E6A156F41E54CD59DDDAC4D2239C4281CFE5001CA9A5FF4F665ABE6F44C329EF,C24F210820E39F59CCF35149E11776AE4289764A5204C20B2F78DEB5CD52D6CB,845,29,0,1,108,0,79,29,113,,
70,iotlab-lille,10,30,3.163558123379433,75598163,15:7D,69:AD,57606A5B5B16BB1ADD685A4AA2943669BACE2F6AE760963DAF0F43C0DEB040FE,39C7A1DA86C008B383849A0302B050A5FCDD50557AE7BE2F92B75021B8E45FFA,841,31,0,1,94,0,66,28,319,,
71,iotlab-lille,10,30,3.3406735847729867,75598163,15:7D,12:A7,46DCC17974244B63169CC85893C0009254CB5B083764EA21AB0AD890A7F5F2FA,B642C10BE14D034920AFAB920A8E55F2AED9B9F4E1EF385D93C613DC03D47E7E,835,30,0,1,89,0,61,28,330,,
72,iotlab-lille,10,30,4.4497303289075845,75598163,15:7D,F0:BB,22901930B427EAE846F9FFC66B122B0DAA49E55CCCA515CD0192970B5C15E413,4F0A0EB5441470BE676703305EF73B97CEB52E0CCAEEC74D58F6F0E3BBAB9306,841,32,0,3,124,0,96,28,444,,
73,iotlab-lille,10,30,5.945763197437315,75598163,15:7D,E2:E7,100FE22F3D071E667B4B5D7E092EB6C0C373ACD80EEE8D84C95F8AD33ADF3644,A78BEED98F7C436CF9D412670E2F6751EEAFFC07FD764BAE072BBC66127FBA1E,836,31,0,2,90,0,62,28,595,,
74,iotlab-lille,10,30,6.888258125244727,75598163,15:7D,D4:AB,D531749E7CFCF94947BD00780856DE41A6D81BC1A3056ED4D2D54FEDF70DA38E,8D0F784C23516EEDBA44D5B2B1DD48D977EB9A34F9C53BF10319C3B86A08358A,841,31,0,2,99,0,69,30,694,,
75,iotlab-lille,10,30,7.489198889066841,75598163,15:7D,0A:E7,D94B6D0504D93EC21FB46F91396A72E9D532F4FE38E5B335CB365A3A3EAEB1BF,A8DBBD7E1346A54612085441E42CE76994328C5D4D0FBBFBAE8587A40934B872,835,31,0,3,90,0,61,29,748,,
76,iotlab-lille,10,30,3.86627727924421,75598162,C3:5D,28:6B,DD03982838F0069D877967A9B34C851F413D9B68EC8F8DB3B7767C72BE50C4FA,70852417BC96B6673824D3D6D205BE399381019B28A19C6F99368A42CAAA7E4B,830,30,0,1,88,0,58,30,389,,
77,iotlab-lille,10,30,1.8515128949051372,75598162,C3:5D,54:BB,E2681E4DEC0D38DAB7CCBA98CEE266C47F04A393E1D9889F1615E0A4F5EAA03C,DA960235DA133BC512A908207CD259D2ED904D82BCA35DC32E3F96C3A19B45A4,836,30,0,2,91,0,63,28,186,,
78,iotlab-lille,10,30,2.0610919436065926,75598162,C3:5D,0B:6D,66AA8295A2D652618264828BE7A7A837D7C150C28B521151706AB18CA6B6BB7F,50E77BB632A6E051C7109FCB9DD10084D1E63E54FAEDA375162DD818B465DC43,840,29,0,1,97,0,68,29,209,,
79,iotlab-lille,10,30,1.1696580696938745,75598162,C3:5D,69:AD,22063F7A4A211E1C924DED5189957C7145A7634BD88CCB2E99E9D2EB588E9093,50052E33A7317182229EDCADE90408FF54A05EFDDE10A7CC19C515B65278AE82,841,30,0,1,102,0,73,29,117,,
80,iotlab-lille,10,30,3.747012143028096,75598162,C3:5D,12:A7,1B3CB447B41B05A36F4F77B753856D0A77560DD9FCA3EC09CF0449064B913C97,4DF958B0CDFFA6060C65DD2B9CC350EE8F76891FCB6E2F1D365C12B79FDCCE6B,835,29,0,1,96,0,68,28,387,,
81,iotlab-lille,10,30,3.340673584772987,75598162,C3:5D,F0:BB,37EB431DF0E4C8E4CEA2B50E54BF3DCF8E17741F7E94EBE0BBE4838B609A6EF3,D707936B95D2D1AAD5F5C1434536DF82E90569DF204B8A4FB412B889BFFB3DC3,856,29,0,1,110,0,81,29,331,,
82,iotlab-lille,10,30,5.698429608234186,75598162,C3:5D,E2:E7,9F26894CF6190A3725876B45038EF90C3DE401D34F85AF74EAF3A3BB51B2FECC,A4B92C83CDD147BD72E7E3E6F87F673653F3A1809F733C5CFBD206FE4315B200,847,29,0,1,108,0,79,29,570,,
83,iotlab-lille,10,30,7.094230049836275,75598162,C3:5D,D4:AB,B2C74F320998F503214EBB343BFC2C847847B3B2835A595E8068B11CD4C9A6FF,81A9B39C6C03AEFBA2452DB8C93D730AB1E8A1CF5147FB058E0110C39A03F36F,835,29,0,1,119,0,91,28,711,,
84,iotlab-lille,10,30,6.888258125244727,75598162,C3:5D,0A:E7,6B9A727F5EC4DE6F208BB3DBFA7A0675E3D22E83016D5B0BEA48475A26783AA8,0663B238F8889CE29CD46CD732EE35D898482D0394F1C87A2F8A52C58A29E158,847,29,0,1,102,0,73,29,682,,
85,iotlab-lille,10,30,2.3999999999999986,75598162,C3:5D,15:7D,5CC84AB425A6BD4043260DCE50578943E842D012DE56A64836101317E1CCD4BD,99D16960A0ED79917D70537510E30A025BE9AE87192AE0ADD9DDB5A7838AF2CD,829,30,0,2,89,0,59,29,253,,
86,iotlab-lille,10,30,4.800000000000001,75598162,54:BB,28:6B,8DC9F80B3ECF1B8233F12B046E95B53BBDCEE3B40E1BEAAB0F0339FF5EA03CFB,6F2CC83E6C13A0C5AB17B08F0C7B14D33F1578B3D2DA68B6AC9277AF2FB668A2,830,30,0,1,90,0,62,28,489,,
87,iotlab-lille,10,30,1.8515128949051372,75598162,54:BB,C3:5D,DA960235DA133BC512A908207CD259D2ED904D82BCA35DC32E3F96C3A19B45A4,E2681E4DEC0D38DAB7CCBA98CEE266C47F04A393E1D9889F1615E0A4F5EAA03C,835,30,0,2,99,0,71,28,187,,
88,iotlab-lille,10,30,3.68065211613377,75598162,54:BB,0B:6D,13A4A9C8B69117669403592CDCF969395FEF30CEB717B2E5678A50C1A487A724,9DC776EC5A0B6F032A22F5FE087CF3DFAFF444DB4BB4AB35EBAEBE4BD1C5FA3C,836,31,0,2,95,0,66,28,371,,
89,iotlab-lille,10,30,2.2152200793600616,75598162,54:BB,69:AD,4A9AF7FB39B68BC2866A20508D500E6FCD917963B96BC31CDAA22FFD5B32391E,28E3C990C46F70E136DC4B15D4C53A6930535223A28AEE4700B3A7B8744D3B63,845,30,0,1,106,0,77,29,227,,
90,iotlab-lille,10,30,4.831066134923015,75598162,54:BB,12:A7,DED900A4E938C0BD1B12F007C8658CB9F1268079BE386DC47EDA38E28FD24453,1E06CD1157F9218C1F2C011855F1C5FA6CC799C5F1D0D09A29FC5461D385EDB5,836,29,0,1,96,0,67,29,482,,
91,iotlab-lille,10,30,6.236280942997999,75598162,54:BB,E2:E7,954F99E790A234CFC0014CBA1AF9B5B55D839C61FB2172368528547015117E99,3C0B7C5177ED668F3CB80F21152525C856C3D6DF4AD1A5881DD7C9161FB12B0B,835,29,0,1,94,0,65,29,642,,
92,iotlab-lille,10,30,3.8339535730105028,75598162,54:BB,F0:BB,87B92F2ABFBE45F94F93E9FE47B6D30962A7C5A65258AF1CDA3319D123D09F7E,59DD920DDE2EAD8589AD0622350C54DECEE0B5E7F89F1843529343F5574BAF01,846,29,0,1,103,0,75,28,405,,
93,iotlab-lille,10,30,7.721865059686034,75598162,54:BB,D4:AB,27D77646453D15011E36EB4082AA1A589F24F7239C953C779E3A0119E781A72C,5D9F998DC1E3E0F7BA630F27E727BBB24185910BE3C1D2CAE7187FBD17EECA5D,842,30,0,1,101,0,72,29,841,,
