,env,nei_count,backoff,d,epoch,src,nei,etl,rtl,uwb_exposure,uwb_lst_scheduled,uwb_lst_aborted,uwb_lst_timeout,uwb_req_scheduled,uwb_req_aborted,uwb_req_timeout,uwb_req_count,uwb_avg_d_cm,uwb_avg_los,uwb_avg_rssi
266,iotlab-lille,13,30,6.236280942997999,75601285,54:BB,E2:E7,4A85A31FBF8709137BBF45FFAB62C27171D6E0BF06B0488FD8A7206E50E4B72E,535003B8BBADFE7144A414E994BEE4B65B8F0992929B2A0CC18FFE50EA7EA1DC,845,29,0,1,114,0,85,29,643,,
267,iotlab-lille,13,30,7.721865059686034,75601285,54:BB,D4:AB,E1F543F74EA2589302DF00D42EC3C30EC50DED75A99A21A75C6EEC5DFDF17A19,843D7651C366E49DC5D8092B37DD459B263C2D0347018B1D00FCED34028E41C8,840,33,0,2,111,0,83,28,840,,
268,iotlab-lille,13,30,7.140532193051159,75601285,54:BB,0A:E7,55BE616AF122D69A47780F334BAA9620D75943CB3DAD7A24027D768A759BF07F,0CE80AFE193005AEA1E4F83B45D7502F0A7BD524971041E15CAE334166A84F77,840,31,0,1,138,0,111,27,703,,
269,iotlab-lille,13,30,9.814163234835663,75601285,54:BB,45:ED,A638B906F376E640C83A1B0E280B5848F09B207911586785B5427574123E4718,87DF6C1DD3AA3004281DC693A66C313E305ADCFD5D9023BA0370FE88F044C184,841,29,0,1,112,0,84,28,968,,
270,iotlab-lille,13,30,9.586751274545511,75601285,54:BB,51:A5,E5FB667E441BBBE7FBF4C80284D5D4A5660786D296E2EFE151792710F9220DEF,87AEA60F7935C24FB667F24D42C5E74E4A4A0CE6D2A69D97DD97744433F2E03F,841,31,0,2,110,0,81,29,961,,
271,iotlab-lille,13,30,9.208572093435551,75601285,54:BB,3B:65,741CCAA85C1CC72AEBE7F21569860C08DAF3CFF63B5D32921A6B5ECC37798125,254C2198D4FC79BB6A68F65EDBAF6618CE08C0B97DCB01D9AD4C13F4E184D182,836,30,0,1,107,0,79,28,919,,
272,iotlab-lille,13,30,2.400000000000002,75601284,0B:6D,69:AD,3BC0A1AE84EA18FFBE6FBB547BF5145F60769A1DF6C1D7701B5207B35E8FE14B,8CCEEB202660A437D93C2DF980E5A10C5901E8601A0162B61684EBF0AF9E7CFB,830,33,0,5,106,0,78,27,247,,
273,iotlab-lille,13,30,2.4,75601284,0B:6D,12:A7,72088EBD1109C4B96F93D78BE8955D53E0FD755F649B474F1069F2877F6B9AB0,569631F71FD01D848B7900B5001D7B24BDB0E7797426C387D888DD864CA309BE,846,29,0,1,90,0,60,30,238,,
274,iotlab-lille,13,30,3.3941125496954294,75601284,0B:6D,F0:BB,AEBBCB18A8B08F211534FBCE9B0E8A88572666E3580D6A19EB1775A380B8A039,C1ED1E9D9A81DA95EAF2711755D0D48BBEE2265B97A9592259052B9DB234248D,845,34,0,3,90,0,61,29,347,,
275,iotlab-lille,13,30,4.947726750741193,75601284,0B:6D,E2:E7,563DAD7E542C7E926F2A3B59D6444681CC96B08790462A3DBCF5E7FD08E6CCE8,3AA29CAD7385017E7ECB2CD2F9AEE5D4B456F55AD194191E401F2626412B4955,840,30,0,1,113,0,84,29,505,,
276,iotlab-lille,13,30,6.0,75601284,0B:6D,D4:AB,6D9535E5961BCDCD4E79F58EDE5039C576C8311FDBEB919417DAD5D74801A99E,27225918AAD5B714F3119E130474E57E33CE2C2E5E2ABE9E0B3922D3A0643DA1,845,30,0,1,120,0,93,27,604,,
277,iotlab-lille,13,30,6.462197768561405,75601284,0B:6D,0A:E7,EFB4BF706EEC032BD1A1693DC3AEF8657902B639A1BA9F49DA69852021C9E973,F7CEE931FCA327DDA09803B8DAE6829A8A09DDD5CB263E8ECB1C9817B377DDF5,840,31,0,3,84,0,53,30,640,,
278,iotlab-lille,13,30,8.54658996325435,75601284,0B:6D,45:ED,924E956DD04CEF415E7671FC9052AFE2B340B1E7FF22F4392127D6931289B20E,DC9E052397843BBC0F1AC9CC0C8D0B6E75ECB9A63CDB81B58F95B740EB591CC8,846,30,0,1,93,0,65,28,841,,
279,iotlab-lille,13,30,8.31674215062605,75601284,0B:6D,51:A5,7C4B299AFDAC4966CA81B0F33ECAC23565BD1F4586179C9173417D829F43CD1F,798AEE7701727312A99065F1A5435C04FFADC8DB7FE08813E7242620535DD732,841,33,0,1,86,0,57,29,832,,
280,iotlab-lille,13,30,8.713449374386702,75601284,0B:6D,3B:65,C213F16CF7EA9936E5374457FA113E3D61C4BAADF2ECB608C24DE261249F4FBE,37C3A6180B2E4368126BF9A092B2AF580714D99B4A70EC702D682607B0A18B8D,841,30,0,2,87,0,59,28,867,,
281,iotlab-lille,13,30,2.7905555002543854,75601284,0B:6D,28:6B,3EC63DF8F13DCE778DB7201FEFBCE8CE55183D62D27EE9C3A641A9256BE53AE8,A0C65DF87EC0971C27DDF504FB2165DDE0C635156A1F1E136544C0B994F3E5E9,830,31,0,1,76,0,45,30,284,,
282,iotlab-lille,13,30,1.1696580696938728,75601284,0B:6D,15:7D,1D952D6B23D1CFBB6194BBA06E6D44F1447E96742CF44106238DC5F0B6D799E7,5E9818BA9CA37DDE22F97AC0399055910EBE17749EF0E8D6EC113827693F0F2A,845,30,0,1,90,0,62,28,111,,
283,iotlab-lille,13,30,2.0610919436065926,75601284,0B:6D,C3:5D,CD59DF491BB8391C8BBB695E717B7B4A0379905C3ADE0AC51CAEBFA3CF8C0369,7E0C049154804E420DE5BFE4428AF9A98F55AFA032937D5B44A1EBE775DF32A3,845,30,0,1,118,0,90,28,207,,
284,iotlab-lille,13,30,3.68065211613377,75601284,0B:6D,54:BB,C89A3BC80093E1971B9CE594B5119A6115D8664AFA6615C7AC6809FA9FE23559,F201933F645E882DFEF2C5CCD5E234025C9FB8B505EDC550203A2930F35498C7,830,29,0,1,75,0,44,30,370,,
285,iotlab-lille,13,30,4.7103290755530045,75601284,69:AD,28:6B,B65953394F9321661B5689B61D4F850EA1624F42CE457C991F32FA5B898EA35A,B9D504B01A759FE1CC2DBC62BC36F4A2C93F8B971810EEC7A91B508BC0A5FE82,830,30,0,1,78,0,50,28,477,,
286,iotlab-lille,13,30,3.163558123379433,75601284,69:AD,15:7D,ED7E3E07CAE09C64F1936AAEE7A06CBE4DC63283C8ACE664CDB57602DBD964F6,BED0FCAB54611DB3A7B08C291AE20565E5F3CF68AC7430B10DCA45C7C903C493,835,30,0,2,88,0,59,29,319,,
287,iotlab-lille,13,30,1.1696580696938745,75601284,69:AD,C3:5D,BA8B9A2C322CB4E9D748EF3CDD5EC0E921EDAD0EFB9CD6345D67DDED29A1FBB2,7D77A33844D2FAB506CFBDFC7366E7E48D2B8A2221278377C7705E9C0235E3AD,830,31,0,1,81,0,53,28,116,,
288,iotlab-lille,13,30,2.2152200793600616,75601284,69:AD,54:BB,023D86BE865957C6D6A3CFBF09CE6E181249ECEBAE5BA0D0BF49F338317F1CCA,C3FA9E682B0055A65F7FC22955D798B18DA37EF0E68AB8E8A4F8019AB53F671D,830,31,0,1,80,0,52,28,226,,
289,iotlab-lille,13,30,2.400000000000002,75601284,69:AD,0B:6D,8CCEEB202660A437D93C2DF980E5A10C5901E8601A0162B61684EBF0AF9E7CFB,3BC0A1AE84EA18FFBE6FBB547BF5145F60769A1DF6C1D7701B5207B35E8FE14B,835,28,0,1,85,0,57,28,245,,
290,iotlab-lille,13,30,3.3941125496954294,75601284,69:AD,12:A7,74B6D7D51D3A24F66FD0F82D56E3AEC4DEF3C919882D00EEEB80E9EBF81395BD,8B53C046E4F81A07A3F2DCF15024B71AC30CC5CE3B330A0024AD78DB2DCA96F5,851,29,0,1,101,0,72,29,355,,
291,iotlab-lille,13,30,2.4,75601284,69:AD,F0:BB,68C0FC221D40D3BBF2991AC7B68D1D701BDFFC789C93029C4AB3BBF452E1C75C,2ADAD9816CA3D381FE472289734567B1F99DEE2B37FFB21EC9F4053E7AD3CC95,841,31,0,1,90,0,61,29,243,,
292,iotlab-lille,13,30,4.947726750741194,75601284,69:AD,E2:E7,07F61895FE0D9C8F98DD2FBAC612F16500B12EB754C6D6E8756A65CC266C7566,40BF47B504E1AB1B812779DEACB7E8A7A266DD988B5599C2749FCFE0E680BDEE,846,31,0,1,96,0,67,29,511,,
293,iotlab-lille,13,30,6.462197768561405,75601284,69:AD,D4:AB,2E0190442A63CFCA4E79034BC01D7CA8992C0A41CA2ED7A0B1D8CE22B06D6CD1,CDEA22009CC9DD7E5E8AB849AEB945E31AF92A9ABE433795E8F4FF17F670813C,840,29,0,1,95,0,67,28,660,,
294,iotlab-lille,13,30,6.0,75601284,69:AD,0A:E7,DD5AA3825ABF65995C8CC26497AF99EFB01646B22A8C066B5A73BC029E4A9FA1,0F83546AB9DF7A965820E6853F942BD17BD3B231836B48FC625AC1E65819ADAB,831,37,0,9,83,0,55,28,597,,
295,iotlab-lille,13,30,9.037931179202463,75601284,69:AD,45:ED,D6C98EDC26534E3F08904683347D7CFB2C0B3189D2C1DCD65ECD0BDB43D6F111,5FCA17FF1E4367A68A7D02966DA18346419F17FFF8B46435CCBBB76952C6CA09,836,29,0,1,86,0,56,29,908,,
296,iotlab-lille,13,30,8.488121111294303,75601284,69:AD,51:A5,9CCFE8F7C5182D40032DAB9A130EFA871058228B73060571C0402A9C9C8290E9,78EB083EDCD29BA47060D86516031A689E1913AA633C09380FEB04C18035277D,829,32,0,1,82,0,54,28,844,,
297,iotlab-lille,13,30,8.546589963254352,75601284,69:AD,3B:65,3A47691D423B6B3BCE15DBC07C05F2690E8632A20ABAE9562A5FFB3C5C80EF51,DEED2185D09378DB6580216A9EFC06640CB97A9922406482D1828D9D57058466,840,32,0,2,98,0,70,28,849,,
298,iotlab-lille,13,30,4.192755657082822,75601284,12:A7,28:6B,F6670F1E5D7AA5EC457FBACCDA9359E103BA6431452F11A91412E9A38B4EF7AC,ECFF454D74FA57E53F50E4FAE4FBA1006003C0E6892E5675763DF9AF8C18D51C,845,30,0,1,95,0,66,28,424,,
299,iotlab-lille,13,30,3.3406735847729867,75601284,12:A7,15:7D,46347A840EA41990A206F68EAF0171788FCE1456CA83A602AAE9B510E32B0DC0,97E090666A62A668AA330A8CC5101328A735F8C9AE15271D0BB2446497D645CB,850,36,0,9,103,0,75,28,331,,
300,iotlab-lille,13,30,3.747012143028096,75601284,12:A7,C3:5D,0AC71200CDBA09C7089D6CFE4F0DB80F9DE3D22CF6CB3D5652DF94F69F00320C,8AF235608526FE45BFA2C9C2CCA42BD27710319041A8DAADB327CF3620C1CC93,834,30,0,1,89,0,59,30,386,,
301,iotlab-lille,13,30,4.831066134923015,75601284,12:A7,54:BB,EF2524A4001DA404FA482D82983932C9D0237C9CE5832D65F57F1D12B257057B,5389DDE477DC5DA6917DA1319B8DFFAB12E65F0491DE74AE30AC58BC761179B9,829,29,0,1,84,0,53,30,481,,
302,iotlab-lille,13,30,2.4,75601284,12:A7,0B:6D,569631F71FD01D848B7900B5001D7B24BDB0E7797426C387D888DD864CA309BE,72088EBD1109C4B96F93D78BE8955D53E0FD755F649B474F1069F2877F6B9AB0,829,31,0,1,85,0,56,28,238,,
303,iotlab-lille,13,30,3.3941125496954294,75601284,12:A7,69:AD,8B53C046E4F81A07A3F2DCF15024B71AC30CC5CE3B330A0024AD78DB2DCA96F5,74B6D7D51D3A24F66FD0F82D56E3AEC4DEF3C919882D00EEEB80E9EBF81395BD,831,31,0,2,84,0,56,28,343,,
304,iotlab-lille,13,30,2.400000000000002,75601284,12:A7,F0:BB,C9F440086BDB47381BC0B8D5AF0AE87500AE6EBE89010E7D972551A6325D0A8A,11D2A151AD2EF8D7B2C9A7ED6E0D1D7F0364E556AF217E77620F4BA4262F074A,841,30,0,1,92,0,63,29,252,,
305,iotlab-lille,13,30,2.6832815729997477,75601284,12:A7,E2:E7,5885E351261AA5A07B2CBD0DCBE88D0EF41FA42FB167880231C7C8FCC981F304,CBC373F6FB7DF9B79E3CA0F638ACF8297A92476CF497434CDAC6CF3B5E8DB25A,836,30,0,1,87,0,59,28,275,,
306,iotlab-lille,13,30,3.5999999999999996,75601284,12:A7,D4:AB,E8748061463ED8D1EAAA966065C95972C00B49DACEA121685D4BC77CDCA3E2DE,946E3586C75DDE5CAC183851C86C5D0D4D1324BE6909DB6329DA17F10D7DCEE8,850,29,0,1,108,0,80,28,361,,
307,iotlab-lille,13,30,4.326661530556788,75601284,12:A7,0A:E7,E276BCD244BAE57F1EBBC7D61B829DF1889DF9C1FC0628E45A619E1CE50768C0,A35707F93A38118C42EA8F3AF206C122E757C45A43D8D59282383E646B08C006,846,31,0,1,98,0,69,29,412,,
308,iotlab-lille,13,30,6.245974703759215,75601284,12:A7,45:ED,258D7AFCD1F44F205E9A89DA9CA6AB03CDE5C63054EC7570263C64D607442448,4447E05CC2C4AD17D1A8D7D54A24231BE77385CEEDC72F73C4C5C9293366C00F,841,29,0,1,93,0,64,29,616,,
309,iotlab-lille,13,30,5.927579607225871,75601284,12:A7,51:A5,AF03D928061F355CF085B6B814D66105C296E9FCEAF4114B7CB36D86A317CA3D,E0A9A0024A2A3A8B29E58CEFBF718A751878E3026CA0F4F5A343B32DF8414919,836,30,0,2,85,0,56,29,590,,
310,iotlab-lille,13,30,6.472418404275176,75601284,12:A7,3B:65,18565DB84DCED0C8E63938E5603178A507ADF315937122429ED9CC9AAB9C0926,08D048322E9E307C1A491324E140A417201AC1CFB9DBDE0FCAC739C85E2640C3,846,30,0,2,100,0,72,28,643,,
311,iotlab-lille,13,30,5.655015473011549,75601285,F0:BB,28:6B,8C0AF027AE80F2BAE3D83168E409FDE7EE3A7853F88BEF9A7AE59982689A64A4,285848452AE423A024AD78F63BA8305B75FDCA40A983373E0CCD51CD44CA0B88,844,30,0,1,99,0,70,29,575,,
312,iotlab-lille,13,30,4.4497303289075845,75601285,F0:BB,15:7D,5AEDC768E34FD0928078F1F1CCABB3583BCCAE4D685AE70228804282F9C44869,BEE9886A2B6436EE8038F8347A55864CD1500B3BC50EEA23958CF16F81F9CAF5,850,31,0,2,106,0,77,29,443,,
313,iotlab-lille,13,30,3.8339535730105028,75601285,F0:BB,54:BB,61C244BA1D02A9AE5509A44DB532CA8B798945CF9361CCC258510BA299D54EF7,24A4109C0218293A380C992C0C153F4853338BF62DECB0CD06440F516660D360,830,31,0,1,82,0,53,29,404,,
314,iotlab-lille,13,30,3.3941125496954294,75601285,F0:BB,0B:6D,C1ED1E9D9A81DA95EAF2711755D0D48BBEE2265B97A9592259052B9DB234248D,AEBBCB18A8B08F211534FBCE9B0E8A88572666E3580D6A19EB1775A380B8A039,834,32,0,3,88,0,57,31,348,,
315,iotlab-lille,13,30,2.4,75601285,F0:BB,69:AD,2ADAD9816CA3D381FE472289734567B1F99DEE2B37FFB21EC9F4053E7AD3CC95,68C0FC221D40D3BBF2991AC7B68D1D701BDFFC789C93029C4AB3BBF452E1C75C,830,32,0,3,83,0,53,30,234,,
316,iotlab-lille,13,30,2.400000000000002,75601285,F0:BB,12:A7,11D2A151AD2EF8D7B2C9A7ED6E0D1D7F0364E556AF217E77620F4BA4262F074A,C9F440086BDB47381BC0B8D5AF0AE87500AE6EBE89010E7D972551A6325D0A8A,830,30,0,1,85,0,55,29,252,,
317,iotlab-lille,13,30,2.683281572999749,75601285,F0:BB,E2:E7,111611081CFAE0DD92254DD65C59D222EDF44ADEC41194A5A65390D1BAD5857E,EDBFDF9FAD5683270B2E8BB4C2ADC129EA0F24938EC5E1490F5F30D88CB81F49,836,30,0,2,87,0,58,29,265,,
318,iotlab-lille,13,30,4.326661530556788,75601285,F0:BB,D4:AB,7B72C77B52804A8CF53AAEABED4B68968E84EBD34925C46D33FF89D21745F441,7E0B3C5F889694AD98CB86883133755E358F11817C466AB8EAE6485F78EE780B,831,29,0,1,84,0,56,28,434,,
319,iotlab-lille,13,30,3.5999999999999996,75601285,F0:BB,0A:E7,8C182CF90AD47745D764109242AE38CE5A7CF32CA267B55FF04AEF05F16EB0B7,FFFAE65BC12DB1AEC2F27EF08B9F30038883A669C5581361DE3361D75C3B73DF,836,35,0,7,116,0,89,27,349,,
320,iotlab-lille,13,30,6.903057293692412,75601285,F0:BB,45:ED,42B489039BFAEFE8C529FAF4FF8609896BF2751A2BA11ED007BA7A0FD0B74B69,58E68AEFAD0A74D3CE39441FAE364AF699A258B7D68A4774D7A6BA5E16753C2D,836,30,0,2,95,0,67,28,697,,
321,iotlab-lille,13,30,6.165727856465935,75601285,F0:BB,51:A5,8C04EB710596EA2BADAC2A6620172AB6DFBFB12D899CEE7352414C8D5E1D8CCB,B1DEC5A65FDF9D7F5C65D85C01CBF2B2F247A722DAB0A6BA652F337B08EC0D04,845,30,0,2,127,0,99,28,609,,
322,iotlab-lille,13,30,6.245974703759215,75601285,F0:BB,3B:65,9EA49E7AF1504F77A31FAF12C1D1F4EC5CB2519BD9B9A6AF34B37581B05ABF1B,3156755B9C190221345175247832AEEB6D8B0E7DAA6136FF92FB81514346BC68,847,32,0,2,101,0,73,28,597,,
323,iotlab-lille,13,30,3.340673584772987,75601285,F0:BB,C3:5D,736122B054FC9424871887CD5A7E585997BB4D5F7C1E3CDA6D8037F80A16CDF5,90BE1BBFEF9B4969800C3F7496E6937AEDD3D19568E59A88BD8E0C31347F62F2,845,31,0,1,95,0,67,28,332,,
324,iotlab-lille,13,30,6.682155340906107,75601284,E2:E7,28:6B,6C3C56913CEA246044E079D8A6C942891C58D143DE3853723BD9E3962BB65332,73107BFA7456E40AAF60ED61D49F4A6B05426DE73556D0ABFC9777D49BC6AAB1,845,29,0,1,104,0,76,28,698,,
325,iotlab-lille,13,30,5.945763197437315,75601284,E2:E7,15:7D,330088D1132D31BE31FE0E13896CEC5AD11A4036D90B6EC964E8D73B3B01F082,DC9F3FA4CD1E9CB593A655CB6E78E16B4FE564AA779304F668AAD6B3CD61FE6A,839,35,0,7,98,0,69,29,594,,
326,iotlab-lille,13,30,5.698429608234186,75601284,E2:E7,C3:5D,8C023FDED2453E1373104EFC5FD0A57EC768C8B7E9AD109F4ABCE9BA35AFCB51,402462EDF3866C7D23DF846F31577F086EBB547637B0DAB65F999B70B5FD87AC,845,29,0,1,101,0,73,28,568,,
327,iotlab-lille,13,30,6.236280942997999,75601284,E2:E7,54:BB,535003B8BBADFE7144A414E994BEE4B65B8F0992929B2A0CC18FFE50EA7EA1DC,4A85A31FBF8709137BBF45FFAB62C27171D6E0BF06B0488FD8A7206E50E4B72E,840,33,0,4,97,0,69,28,642,,
328,iotlab-lille,13,30,4.947726750741193,75601284,E2:E7,0B:6D,3AA29CAD7385017E7ECB2CD2F9AEE5D4B456F55AD194191E401F2626412B4955,563DAD7E542C7E926F2A3B59D6444681CC96B08790462A3DBCF5E7FD08E6CCE8,830,31,0,1,88,0,59,29,503,,
329,iotlab-lille,13,30,4.947726750741194,75601284,E2:E7,69:AD,40BF47B504E1AB1B812779DEACB7E8A7A266DD988B5599C2749FCFE0E680BDEE,07F61895FE0D9C8F98DD2FBAC612F16500B12EB754C6D6E8756A65CC266C7566,829,31,0,2,91,0,60,30,510,,
330,iotlab-lille,13,30,2.6832815729997477,75601284,E2:E7,12:A7,CBC373F6FB7DF9B79E3CA0F638ACF8297A92476CF497434CDAC6CF3B5E8DB25A,5885E351261AA5A07B2CBD0DCBE88D0EF41FA42FB167880231C7C8FCC981F304,830,29,0,1,87,0,58,29,274,,
331,iotlab-lille,13,30,2.683281572999749,75601284,E2:E7,F0:BB,EDBFDF9FAD5683270B2E8BB4C2ADC129EA0F24938EC5E1490F5F30D88CB81F49,111611081CFAE0DD92254DD65C59D222EDF44ADEC41194A5A65390D1BAD5857E,840,31,0,2,101,0,73,28,264,,
332,iotlab-lille,13,30,1.6970562748477132,75601284,E2:E7,D4:AB,A71682E3EC7B9AFA821A320278BADC0C78D9B333384FF03F907E8C1579150FDC,342A1ADBB724879CFF3DE65C6242FE0F0D1F0D50A0DBD530126FD7A228D9B82B,830,30,0,1,88,0,58,29,177,,
333,iotlab-lille,13,30,1.6970562748477156,75601284,E2:E7,0A:E7,D90863327A196198E1B4E152B1B7D47AC2BE392E73CD0B6B9D474005090F40D9,00257F64C8286731E09C7D24FEA503E113208696CE96164F24697C1353C3F3D6,840,31,0,2,100,0,71,29,152,,
334,iotlab-lille,13,30,4.402294856094943,75601284,E2:E7,45:ED,C8E30494F1305A47C27E7E36F9BF30BC4122D36AC3976EFAB143ED15487EA7AD,05FFBA3EB4CD1DF0901104743F8BF6563F4946DE5A6B3ACB9345E5A164C769CB,841,29,0,1,93,0,64,29,414,,
335,iotlab-lille,13,30,3.553055023497384,75601284,E2:E7,51:A5,56C4CB4340027BA7E703153A350E90615C251A806FF8F432D99F2B0BFB2E2606,DFE2CE5AA89EDF33DB78A0C361637DF99DD06A00077353A832CD0735182A1957,845,29,0,1,105,0,76,29,349,,
336,iotlab-lille,13,30,4.062043820541576,75601284,E2:E7,3B:65,412E2DA210251C7B213F83D2B733409A8CFB310B7D32F82AFE5FA38BA2F23ABC,2FA89324A4A38DFFA97259423D3B06E23D95EF439AA29CDB3F50BCA8AC58633B,857,31,0,2,112,0,83,29,397,,
337,iotlab-lille,13,30,7.339427770609913,75601284,D4:AB,28:6B,9A7060B3B4D90BA9186399FFB2E049702EDA413FB531AFF247BAB5341CE6B0E9,0B83BD49570E39232DE5BCFF4C99DF479E135C36BF29B2F7ED4584E17D03BFE0,845,29,0,1,134,0,106,27,735,,
338,iotlab-lille,13,30,6.888258125244727,75601284,D4:AB,15:7D,78581C75BEA11B53C275270973996E5E67E00D41E74967F979C66DBC6AF7FED1,7BE1390514FA2DD34BC42DF5B74A99307090790AA20A024C06DEB5498F44BE50,839,32,0,4,100,0,69,30,678,,
339,iotlab-lille,13,30,7.094230049836275,75601284,D4:AB,C3:5D,9BC0BC72BE89DB99CEE2AD56618F8631079EFF5978CF1F3E600A03EF5EEF32E8,FA7AD6557580F279581444207DD774DE1E4D25280192163E089E07CB135BA1F8,840,30,0,1,121,0,94,27,712,,
340,iotlab-lille,13,30,7.721865059686034,75601284,D4:AB,54:BB,843D7651C366E49DC5D8092B37DD459B263C2D0347018B1D00FCED34028E41C8,E1F543F74EA2589302DF00D42EC3C30EC50DED75A99A21A75C6EEC5DFDF17A19,845,30,0,2,99,0,68,31,814,,
341,iotlab-lille,13,30,6.0,75601284,D4:AB,0B:6D,27225918AAD5B714F3119E130474E57E33CE2C2E5E2ABE9E0B3922D3A0643DA1,6D9535E5961BCDCD4E79F58EDE5039C576C8311FDBEB919417DAD5D74801A99E,839,31,0,3,102,0,73,29,605,,
342,iotlab-lille,13,30,6.462197768561405,75601284,D4:AB,69:AD,CDEA22009CC9DD7E5E8AB849AEB945E31AF92A9ABE433795E8F4FF17F670813C,2E0190442A63CFCA4E79034BC01D7CA8992C0A41CA2ED7A0B1D8CE22B06D6CD1,830,30,0,2,89,0,61,28,657,,
343,iotlab-lille,13,30,3.5999999999999996,75601284,D4:AB,12:A7,946E3586C75DDE5CAC183851C86C5D0D4D1324BE6909DB6329DA17F10D7DCEE8,E8748061463ED8D1EAAA966065C95972C00B49DACEA121685D4BC77CDCA3E2DE,830,31,0,3,87,0,59,28,363,,
344,iotlab-lille,13,30,4.326661530556788,75601284,D4:AB,F0:BB,7E0B3C5F889694AD98CB86883133755E358F11817C466AB8EAE6485F78EE780B,7B72C77B52804A8CF53AAEABED4B68968E84EBD34925C46D33FF89D21745F441,830,33,0,6,88,0,60,28,435,,
345,iotlab-lille,13,30,1.6970562748477132,75601284,D4:AB,E2:E7,342A1ADBB724879CFF3DE65C6242FE0F0D1F0D50A0DBD530126FD7A228D9B82B,A71682E3EC7B9AFA821A320278BADC0C78D9B333384FF03F907E8C1579150FDC,829,33,0,5,89,0,59,29,179,,
346,iotlab-lille,13,30,2.400000000000002,75601284,D4:AB,0A:E7,7E5A5539B0E51B80DFD9A8F450A1D07CE1434167CBF78BC8918BBB0314A1A4F2,407B32998C9F48334444DFA380D051A91C36AE47C0980B09A9945752983EE964,846,31,0,1,103,0,75,28,245,,
347,iotlab-lille,13,30,3.092604080706097,75601284,D4:AB,45:ED,1FEBB8D9EE5D0AB724E9B5AD0F95D2656C54D92D7A03BD98E11D62E1514B530B,7CB7B7944E8E55625894C79FCFFDDE7F85DC9C4544FBB0DB02A2B4227D7A5D44,831,30,0,1,113,0,85,28,305,,
348,iotlab-lille,13,30,2.384994758904096,75601284,D4:AB,51:A5,3E87355C0044A676A4177E54EE74BE60563D1EC43D270123F17C280FF0856C6B,769B4DDDA1AB491249F98FE5215C19764C8E381381AFACA1CF96B904297DD8C5,840,33,0,4,100,0,71,29,228,,
349,iotlab-lille,13,30,3.5276337678392875,75601284,D4:AB,3B:65,361BC582D16F8443C272AEBBBEF12E448532791537F184B84E1CBA425C1E00FB,E8D7F4A2CE925DEB6595034535F692F38F3D9E5CEA0C9373CC5F688EF8FACFD6,842,30,0,1,93,0,63,30,367,,
350,iotlab-lille,13,30,8.262396746707338,75601285,0A:E7,28:6B,4AF35C0D5F8C8C015B2769C61876D3B4BD4B728EBF32C66ABE50A9A98833C150,39E5921892D6F251F30FB07F3D473E7BA8E7560DBDEE146F38D9258D8BEBF0B5,846,29,0,1,100,0,71,29,806,,
351,iotlab-lille,13,30,7.489198889066841,75601285,0A:E7,15:7D,A89EEA05B623E2786E4D57FE6954C15EB8A6D98485B8644FD850C3A804715BC7,CD0309C68F14250AF3578009C9A3C92E713F2A145C08250699C7C2730E25B9F1,851,30,0,1,111,0,83,28,748,,
352,iotlab-lille,13,30,6.888258125244727,75601285,0A:E7,C3:5D,2B28BA0542E23973D827E53554C3D80EB6645407F89C9BC600ECA637D9414165,8236391EB9F41BB093696C727AABA0229FE313E698157929A4757250F2C0F035,844,30,0,2,102,0,74,28,683,,
353,iotlab-lille,13,30,7.140532193051159,75601285,0A:E7,54:BB,0CE80AFE193005AEA1E4F83B45D7502F0A7BD524971041E15CAE334166A84F77,55BE616AF122D69A47780F334BAA9620D75943CB3DAD7A24027D768A759BF07F,844,30,0,2,106,0,76,30,702,,
354,iotlab-lille,13,30,6.462197768561405,75601285,0A:E7,0B:6D,F7CEE931FCA327DDA09803B8DAE6829A8A09DDD5CB263E8ECB1C9817B377DDF5,EFB4BF706EEC032BD1A1693DC3AEF8657902B639A1BA9F49DA69852021C9E973,845,31,0,1,102,0,74,28,641,,
355,iotlab-lille,13,30,6.0,75601285,0A:E7,69:AD,0F83546AB9DF7A965820E6853F942BD17BD3B231836B48FC625AC1E65819ADAB,DD5AA3825ABF65995C8CC26497AF99EFB01646B22A8C066B5A73BC029E4A9FA1,840,29,0,1,99,0,70,29,593,,
356,iotlab-lille,13,30,4.326661530556788,75601285,0A:E7,12:A7,A35707F93A38118C42EA8F3AF206C122E757C45A43D8D59282383E646B08C006,E276BCD244BAE57F1EBBC7D61B829DF1889DF9C1FC0628E45A619E1CE50768C0,829,31,0,2,91,0,60,30,412,,
357,iotlab-lille,13,30,3.5999999999999996,75601285,0A:E7,F0:BB,FFFAE65BC12DB1AEC2F27EF08B9F30038883A669C5581361DE3361D75C3B73DF,8C182CF90AD47745D764109242AE38CE5A7CF32CA267B55FF04AEF05F16EB0B7,829,29,0,1,90,0,60,29,349,,
358,iotlab-lille,13,30,1.6970562748477156,75601285,0A:E7,E2:E7,00257F64C8286731E09C7D24FEA503E113208696CE96164F24697C1353C3F3D6,D90863327A196198E1B4E152B1B7D47AC2BE392E73CD0B6B9D474005090F40D9,834,31,0,2,89,0,60,29,153,,
359,iotlab-lille,13,30,2.400000000000002,75601285,0A:E7,D4:AB,407B32998C9F48334444DFA380D051A91C36AE47C0980B09A9945752983EE964,7E5A5539B0E51B80DFD9A8F450A1D07CE1434167CBF78BC8918BBB0314A1A4F2,830,31,0,3,90,0,60,30,243,,
