,env,method,orientation,d,src,nei,d_est,d_err_absolute,d_err_relative
2089,los,riot,front,2.5,57:81,C3:29,2.6258042,0.12580420000000014,0.050321680000000056
2090,los,riot,front,2.5,57:81,C3:29,2.6397562,0.13975619999999989,0.055902479999999956
2091,los,riot,front,2.5,57:81,C3:29,2.6062364,0.10623639999999979,0.04249455999999992
2092,los,riot,front,2.5,57:81,C3:29,2.6218605,0.12186049999999993,0.048744199999999974
2093,los,riot,front,2.5,57:81,C3:29,2.6165704,0.11657040000000007,0.04662816000000003
2094,los,riot,front,2.5,57:81,C3:29,2.6065709,0.10657089999999991,0.04262835999999996
2095,los,riot,front,2.5,57:81,C3:29,2.5940974,0.09409739999999989,0.03763895999999996
2096,los,riot,front,2.5,57:81,C3:29,2.6410093,0.1410092999999999,0.056403719999999956
2097,los,riot,front,2.5,57:81,C3:29,2.6149547,0.11495470000000019,0.04598188000000007
2098,los,riot,front,2.5,57:81,C3:29,2.6126089,0.11260890000000012,0.04504356000000005
2099,los,riot,front,2.5,57:81,C3:29,2.6324954,0.13249539999999982,0.052998159999999926
2100,los,riot,front,2.5,57:81,C3:29,2.6305835,0.13058350000000019,0.052233400000000076
2101,los,riot,front,2.5,57:81,C3:29,2.6544521,0.15445209999999987,0.06178083999999995
2102,los,riot,front,2.5,57:81,C3:29,2.605829,0.10582899999999995,0.04233159999999998
2103,los,riot,front,2.5,57:81,C3:29,2.5876443,0.08764430000000001,0.03505772
2104,los,riot,front,2.5,57:81,C3:29,2.6354227,0.1354226999999999,0.05416907999999996
2105,los,riot,front,2.5,57:81,C3:29,2.6694858,0.1694857999999999,0.06779431999999996
2106,los,riot,front,2.5,57:81,C3:29,2.6352758,0.13527580000000006,0.054110320000000024
2107,los,riot,front,2.5,57:81,C3:29,2.634844,0.13484400000000019,0.05393760000000007
2108,los,riot,front,2.5,57:81,C3:29,2.6250906,0.12509060000000005,0.050036240000000023
2109,los,riot,front,2.5,57:81,C3:29,2.6683488,0.16834879999999997,0.06733951999999999
2110,los,riot,front,2.5,57:81,C3:29,2.6160142,0.11601419999999996,0.046405679999999984
2111,los,riot,front,2.5,57:81,C3:29,2.6165411,0.11654110000000006,0.04661644000000002
2112,los,riot,front,2.5,57:81,C3:29,2.6373543,0.13735430000000015,0.05494172000000006
2113,los,riot,front,2.5,57:81,C3:29,2.6023249,0.10232490000000016,0.040929960000000064
2114,los,riot,front,2.5,57:81,C3:29,2.6173703,0.11737030000000015,0.04694812000000006
2115,los,riot,front,2.5,57:81,C3:29,2.634803,0.13480299999999978,0.05392119999999991
2116,los,riot,front,2.5,57:81,C3:29,2.6188025,0.11880250000000014,0.047521000000000056
2117,los,riot,front,2.5,57:81,C3:29,2.6160424,0.11604239999999999,0.04641695999999999
2118,los,riot,front,2.5,57:81,C3:29,2.5910947,0.0910947000000002,0.036437880000000075
2119,los,riot,front,2.5,57:81,C3:29,2.6100304,0.11003039999999986,0.044012159999999946
2120,los,riot,front,2.5,57:81,C3:29,2.6372583,0.13725830000000006,0.05490332000000002
2121,los,riot,front,2.5,57:81,C3:29,2.647839,0.14783899999999983,0.059135599999999934
2122,los,riot,front,2.5,57:81,C3:29,2.5914895,0.09148949999999978,0.036595799999999915
2123,los,riot,front,2.5,57:81,C3:29,2.6405575,0.1405574999999999,0.056222999999999954
2124,los,riot,front,2.5,57:81,C3:29,2.5875497,0.08754969999999984,0.035019879999999934
2125,los,riot,front,2.5,57:81,C3:29,2.6166956,0.1166955999999999,0.04667823999999996
2126,los,riot,front,2.5,57:81,C3:29,2.6052785,0.10527849999999983,0.04211139999999993
2127,los,riot,front,2.5,57:81,C3:29,2.6374635,0.13746349999999996,0.05498539999999998
2128,los,riot,front,2.5,57:81,C3:29,2.6362984,0.13629839999999982,0.054519359999999926
2129,los,riot,front,2.5,57:81,C3:29,2.6296034,0.12960340000000015,0.05184136000000006
2130,los,riot,front,2.5,57:81,C3:29,2.6339555,0.1339554999999999,0.053582199999999955
2131,los,riot,front,2.5,57:81,C3:29,2.6145534,0.11455340000000014,0.045821360000000054
2132,los,riot,front,2.5,57:81,C3:29,2.6068363,0.10683629999999988,0.042734519999999956
2133,los,riot,front,2.5,57:81,C3:29,2.61873,0.11872999999999978,0.04749199999999991
2134,los,riot,front,2.5,57:81,C3:29,2.6098068,0.10980679999999987,0.04392271999999995
2135,los,riot,front,2.5,57:81,C3:29,2.6191888,0.11918879999999987,0.04767551999999995
2136,los,riot,front,2.5,57:81,C3:29,2.5820367,0.08203670000000018,0.032814680000000075
2137,los,riot,front,2.5,57:81,C3:29,2.5911877,0.09118769999999987,0.03647507999999995
2138,los,riot,front,2.5,57:81,C3:29,2.6085641,0.10856410000000016,0.043425640000000064
2139,los,riot,front,2.5,57:81,C3:29,2.639883,0.1398830000000002,0.05595320000000008
2140,los,riot,front,2.5,57:81,C3:29,2.6124139,0.11241389999999996,0.04496555999999998
2141,los,riot,front,2.5,57:81,C3:29,2.5944645,0.09446449999999995,0.03778579999999998
2142,los,riot,front,2.5,57:81,C3:29,2.6043062,0.1043061999999999,0.041722479999999965
2143,los,riot,front,2.5,57:81,C3:29,2.6048686,0.10486860000000009,0.04194744000000004
2144,los,riot,front,2.5,57:81,C3:29,2.6090412,0.10904120000000006,0.04361648000000003
2145,los,riot,front,2.5,57:81,C3:29,2.6267409,0.12674090000000016,0.050696360000000065
2146,los,riot,front,2.5,57:81,C3:29,2.6060941,0.10609409999999997,0.042437639999999985
2147,los,riot,front,2.5,57:81,C3:29,2.5983336,0.09833360000000013,0.03933344000000005
2148,los,riot,front,2.5,57:81,C3:29,2.5864966,0.08649659999999981,0.034598639999999924
2149,los,riot,front,2.5,57:81,C3:29,2.6084032,0.10840320000000014,0.04336128000000006
2150,los,riot,front,2.5,57:81,C3:29,2.6335716,0.1335715999999998,0.053428639999999916
2151,los,riot,front,2.5,57:81,C3:29,2.6163733,0.11637329999999979,0.046549319999999915
2152,los,riot,front,2.5,57:81,C3:29,2.6446798,0.14467980000000003,0.05787192000000001
2153,los,riot,front,2.5,57:81,C3:29,2.628489,0.12848900000000008,0.05139560000000003
2154,los,riot,front,2.5,57:81,C3:29,2.6319949,0.13199490000000003,0.05279796000000001
2155,los,riot,front,2.5,57:81,C3:29,2.617058,0.1170580000000001,0.046823200000000044
2156,los,riot,front,2.5,57:81,C3:29,2.5928287,0.0928287000000001,0.037131480000000036
2157,los,riot,front,2.5,57:81,C3:29,2.6249883,0.12498830000000005,0.049995320000000024
2158,los,riot,front,2.5,57:81,C3:29,2.6287429,0.12874290000000022,0.05149716000000008
2159,los,riot,front,2.5,57:81,C3:29,2.5956065,0.09560650000000015,0.03824260000000006
2160,los,riot,front,2.5,57:81,C3:29,2.6226811,0.12268109999999988,0.04907243999999995
2161,los,riot,front,2.5,57:81,C3:29,2.6261217,0.12612170000000011,0.050448680000000044
2162,los,riot,front,2.5,57:81,C3:29,2.6090688,0.10906880000000019,0.04362752000000007
2163,los,riot,front,2.5,57:81,C3:29,2.639142,0.1391420000000001,0.05565680000000004
2164,los,riot,front,2.5,57:81,C3:29,2.6275832,0.12758320000000012,0.05103328000000005
2165,los,riot,front,2.5,57:81,C3:29,2.617496,0.11749600000000004,0.04699840000000002
2166,los,riot,front,2.5,57:81,C3:29,2.623739,0.12373900000000004,0.049495600000000015
2167,los,riot,front,2.5,57:81,C3:29,2.6149215,0.1149214999999999,0.04596859999999996
2168,los,riot,front,2.5,57:81,C3:29,2.6315043,0.13150430000000002,0.052601720000000005
2169,los,riot,front,2.5,57:81,C3:29,2.6554737,0.15547369999999994,0.06218947999999998
2170,los,riot,front,2.5,57:81,C3:29,2.6299529,0.12995290000000015,0.05198116000000006
2171,los,riot,front,2.5,57:81,C3:29,2.6379583,0.1379583000000002,0.05518332000000008
2172,los,riot,front,2.5,57:81,C3:29,2.607969,0.1079690000000002,0.04318760000000008
2173,los,riot,front,2.5,57:81,C3:29,2.623018,0.12301800000000007,0.04920720000000003
2174,los,riot,front,2.5,57:81,C3:29,2.5916803,0.09168030000000016,0.036672120000000065
2175,los,riot,front,2.5,57:81,C3:29,2.6548574,0.15485740000000003,0.06194296000000001
2176,los,riot,front,2.5,57:81,C3:29,2.6226883,0.12268830000000008,0.04907532000000003
2177,los,riot,front,2.5,57:81,C3:29,2.6182458,0.11824579999999996,0.047298319999999984
2178,los,riot,front,2.5,57:81,C3:29,2.5765939,0.07659390000000021,0.030637560000000084
2179,los,riot,front,2.5,57:81,C3:29,2.5877607,0.08776070000000002,0.03510428000000001
2180,los,riot,front,2.5,57:81,C3:29,2.599694,0.09969399999999995,0.03987759999999998
2181,los,riot,front,2.5,57:81,C3:29,2.6202786,0.12027859999999979,0.048111439999999915
2182,los,riot,front,2.5,57:81,C3:29,2.5626063,0.06260630000000011,0.025042520000000047
2183,los,riot,front,2.5,57:81,C3:29,2.6235199,0.1235198999999998,0.04940795999999992
2184,los,riot,front,2.5,57:81,C3:29,2.5894384,0.08943840000000014,0.035775360000000055
2185,los,riot,front,2.5,57:81,C3:29,2.6099288,0.10992880000000005,0.04397152000000002
2186,los,riot,front,2.5,57:81,C3:29,2.6138127,0.11381269999999999,0.045525079999999996
2187,los,riot,front,2.5,57:81,C3:29,2.6393358,0.1393358,0.055734320000000004
2188,los,riot,front,2.5,57:81,C3:29,2.6222143,0.1222143,0.04888572
2189,los,riot,front,2.5,57:81,C3:29,2.6783802,0.17838019999999988,0.07135207999999996
2190,los,riot,front,2.5,57:81,C3:29,2.6229338,0.1229338000000002,0.04917352000000008
2191,los,riot,front,2.5,57:81,C3:29,2.5949673,0.09496729999999998,0.03798691999999999
2192,los,riot,front,2.5,57:81,C3:29,2.6137681,0.11376810000000015,0.04550724000000006
2193,los,riot,front,2.5,57:81,C3:29,2.6465001,0.1465000999999999,0.058600039999999964
2194,los,riot,front,2.5,57:81,C3:29,2.625242,0.12524200000000008,0.05009680000000003
2195,los,riot,front,2.5,57:81,C3:29,2.6264517,0.12645170000000006,0.050580680000000024
2196,los,riot,front,2.5,57:81,C3:29,2.6168039,0.11680389999999985,0.04672155999999994
2197,los,riot,front,2.5,57:81,C3:29,2.6302109,0.1302108999999998,0.05208435999999992
2198,los,riot,front,2.5,57:81,C3:29,2.6146447,0.11464469999999993,0.045857879999999976
2199,los,riot,front,2.5,57:81,C3:29,2.6303699,0.13036989999999982,0.052147959999999924
2200,los,riot,front,2.5,57:81,C3:29,2.5906307,0.09063070000000018,0.03625228000000007
2201,los,riot,front,2.5,57:81,C3:29,2.6207027,0.12070269999999983,0.048281079999999935
2202,los,riot,front,2.5,57:81,C3:29,2.6277382,0.12773820000000002,0.05109528000000001
2203,los,riot,front,2.5,57:81,C3:29,2.6174886,0.11748860000000017,0.04699544000000007
2204,los,riot,front,2.5,57:81,C3:29,2.6265099,0.12650989999999984,0.050603959999999934
2205,los,riot,front,2.5,57:81,C3:29,2.6127786,0.11277859999999995,0.04511143999999998
2206,los,riot,front,2.5,57:81,C3:29,2.6028983,0.10289830000000011,0.04115932000000004
2207,los,riot,front,2.5,57:81,C3:29,2.6373276,0.13732759999999988,0.05493103999999995
2208,los,riot,front,2.5,57:81,C3:29,2.6528666,0.15286659999999985,0.06114663999999994
2209,los,riot,front,2.5,57:81,C3:29,2.6473386,0.14733859999999988,0.05893543999999995
2210,los,riot,front,2.5,57:81,C3:29,2.6076915,0.10769150000000005,0.04307660000000002
2211,los,riot,front,2.5,57:81,C3:29,2.6279657,0.12796569999999985,0.05118627999999994
2212,los,riot,front,2.5,57:81,C3:29,2.6206846,0.12068460000000014,0.048273840000000054
2213,los,riot,front,2.5,57:81,C3:29,2.6348448,0.1348448000000002,0.053937920000000084
2214,los,riot,front,2.5,57:81,C3:29,2.6150388,0.11503880000000022,0.04601552000000009
2215,los,riot,front,2.5,57:81,C3:29,2.6102683,0.11026829999999999,0.04410731999999999
2216,los,riot,front,2.5,57:81,C3:29,2.6025283,0.1025282999999999,0.04101131999999996
2217,los,riot,front,2.5,57:81,C3:29,2.595643,0.09564299999999992,0.03825719999999997
2218,los,riot,front,2.5,57:81,C3:29,2.6211426,0.12114260000000021,0.04845704000000008
2219,los,riot,front,2.5,57:81,C3:29,2.6174516,0.11745159999999988,0.04698063999999995
2220,los,riot,front,2.5,57:81,C3:29,2.6351139,0.1351138999999999,0.05404555999999996
2221,los,riot,front,2.5,57:81,C3:29,2.6219082,0.12190820000000002,0.048763280000000006
2222,los,riot,front,2.5,57:81,C3:29,2.6028805,0.10288049999999993,0.04115219999999997
2223,los,riot,front,2.5,57:81,C3:29,2.6246726,0.1246725999999998,0.04986903999999992
2224,los,riot,front,2.5,57:81,C3:29,2.6547036,0.15470359999999994,0.061881439999999975
2225,los,riot,front,2.5,57:81,C3:29,2.6229257,0.12292570000000014,0.04917028000000005
2226,los,riot,front,2.5,57:81,C3:29,2.653404,0.1534040000000001,0.06136160000000004
2227,los,riot,front,2.5,57:81,C3:29,2.6451556,0.14515559999999983,0.05806223999999993
2228,los,riot,front,2.5,57:81,C3:29,2.635859,0.13585899999999995,0.05434359999999998
2229,los,riot,front,2.5,57:81,C3:29,2.6174495,0.1174495000000002,0.046979800000000085
2230,los,riot,front,2.5,57:81,C3:29,2.6509185,0.15091849999999996,0.06036739999999998
2231,los,riot,front,2.5,57:81,C3:29,2.5915253,0.09152529999999981,0.03661011999999993
2232,los,riot,front,2.5,57:81,C3:29,2.6052084,0.10520839999999998,0.04208335999999999
2233,los,riot,front,2.5,57:81,C3:29,2.6272938,0.1272937999999999,0.05091751999999996
2234,los,riot,front,2.5,57:81,C3:29,2.6277926,0.1277925999999998,0.051117039999999926
2235,los,riot,front,2.5,57:81,C3:29,2.5895405,0.08954050000000002,0.035816200000000006
2236,los,riot,front,2.5,57:81,C3:29,2.6124751,0.11247510000000016,0.044990040000000064
2237,los,riot,front,2.5,57:81,C3:29,2.59292,0.09291999999999989,0.03716799999999996
2238,los,riot,front,2.5,57:81,C3:29,2.5941283,0.09412829999999994,0.037651319999999974
2239,los,riot,front,2.5,57:81,C3:29,2.6388526,0.13885259999999988,0.05554103999999995
2240,los,riot,front,2.5,57:81,C3:29,2.6346414,0.13464140000000002,0.05385656000000001
2241,los,riot,front,2.5,57:81,C3:29,2.6690974,0.16909740000000006,0.06763896000000003
2242,los,riot,front,2.5,57:81,C3:29,2.6236722,0.12367220000000012,0.04946888000000005
2243,los,riot,front,2.5,57:81,C3:29,2.6351933,0.13519330000000007,0.054077320000000026
2244,los,riot,front,2.5,57:81,C3:29,2.6258623,0.1258623000000001,0.050344920000000036
2245,los,riot,front,2.5,57:81,C3:29,2.6251962,0.12519619999999998,0.050078479999999995
2246,los,riot,front,2.5,57:81,C3:29,2.6247792,0.12477919999999987,0.049911679999999944
2247,los,riot,front,2.5,57:81,C3:29,2.665632,0.165632,0.0662528
2248,los,riot,front,2.5,57:81,C3:29,2.6398947,0.13989470000000015,0.05595788000000006
2249,los,riot,front,2.5,57:81,C3:29,2.6441676,0.14416759999999984,0.05766703999999993
2250,los,riot,front,2.5,57:81,C3:29,2.6085965,0.10859649999999998,0.043438599999999994
2251,los,riot,front,2.5,57:81,C3:29,2.6451471,0.14514709999999997,0.05805883999999999
2252,los,riot,front,2.5,57:81,C3:29,2.6267798,0.1267798,0.05071192
2253,los,riot,front,2.5,57:81,C3:29,2.622647,0.12264700000000017,0.04905880000000007
2254,los,riot,front,2.5,57:81,C3:29,2.6117038,0.11170379999999991,0.04468151999999996
2255,los,riot,front,2.5,57:81,C3:29,2.62273,0.12272999999999978,0.049091999999999913
2256,los,riot,front,2.5,57:81,C3:29,2.5934405,0.09344049999999982,0.03737619999999993
2257,los,riot,front,2.5,57:81,C3:29,2.6109659,0.11096590000000006,0.04438636000000003
2258,los,riot,front,2.5,57:81,C3:29,2.5925953,0.09259530000000016,0.03703812000000006
2259,los,riot,front,2.5,57:81,C3:29,2.6806183,0.1806182999999999,0.07224731999999996
2260,los,riot,front,2.5,57:81,C3:29,2.5772278,0.07722780000000018,0.03089112000000007
2261,los,riot,front,2.5,57:81,C3:29,2.5831098,0.0831097999999999,0.03324391999999996
2262,los,riot,front,2.5,57:81,C3:29,2.6390905,0.1390905,0.055636200000000004
2263,los,riot,front,2.5,57:81,C3:29,2.6060931,0.10609309999999983,0.04243723999999993
2264,los,riot,front,2.5,57:81,C3:29,2.6240947,0.12409470000000011,0.049637880000000044
2265,los,riot,front,2.5,57:81,C3:29,2.6276953,0.12769530000000007,0.051078120000000025
2266,los,riot,front,2.5,57:81,C3:29,2.6449811,0.14498109999999986,0.057992439999999944
2267,los,riot,front,2.5,57:81,C3:29,2.5855858,0.08558580000000005,0.03423432000000002
2268,los,riot,front,2.5,57:81,C3:29,2.6187701,0.11877009999999988,0.04750803999999995
2269,los,riot,front,2.5,57:81,C3:29,2.626286,0.1262859999999999,0.05051439999999996
2270,los,riot,front,2.5,57:81,C3:29,2.6299743,0.1299743000000002,0.051989720000000086
2271,los,riot,front,2.5,57:81,C3:29,2.6382568,0.13825680000000018,0.05530272000000007
2272,los,riot,front,2.5,57:81,C3:29,2.62871,0.12870999999999988,0.05148399999999995
2273,los,riot,front,2.5,57:81,C3:29,2.6449415,0.14494149999999983,0.057976599999999934
2274,los,riot,front,2.5,57:81,C3:29,2.6490125,0.1490125,0.059605
2275,los,riot,front,2.5,57:81,C3:29,2.6110658,0.11106579999999999,0.04442632
2276,los,riot,front,2.5,57:81,C3:29,2.6264927,0.1264927,0.05059708
2277,los,riot,front,2.5,57:81,C3:29,2.6359803,0.13598029999999994,0.054392119999999974
2278,los,riot,front,2.5,57:81,C3:29,2.6295714,0.12957140000000011,0.051828560000000044
2279,los,riot,front,2.5,57:81,C3:29,2.6279919,0.12799190000000005,0.05119676000000002
2280,los,riot,front,2.5,57:81,C3:29,2.5922689,0.0922689000000001,0.03690756000000004
2281,los,riot,front,2.5,57:81,C3:29,2.6717176,0.17171760000000003,0.06868704
2282,los,riot,front,2.5,57:81,C3:29,2.654515,0.15451499999999996,0.061805999999999986
2283,los,riot,front,2.5,57:81,C3:29,2.62189,0.12189000000000005,0.04875600000000002
2284,los,riot,front,2.5,57:81,C3:29,2.5974316,0.09743160000000017,0.03897264000000007
2285,los,riot,front,2.5,57:81,C3:29,2.6023133,0.10231330000000005,0.04092532000000002
2286,los,riot,front,2.5,57:81,C3:29,2.5927138,0.09271379999999985,0.03708551999999994
2287,los,riot,front,2.5,57:81,C3:29,2.6398463,0.13984629999999987,0.05593851999999995
2288,los,riot,front,2.5,57:81,C3:29,2.6280272,0.1280272,0.05121088
2289,los,riot,front,2.5,57:81,C3:29,2.6076903,0.1076902999999998,0.04307611999999992
2290,los,riot,front,2.5,57:81,C3:29,2.6192934,0.1192934000000001,0.04771736000000004
2291,los,riot,front,2.5,57:81,C3:29,2.6530001,0.15300009999999986,0.06120003999999994
2292,los,riot,front,2.5,57:81,C3:29,2.6510088,0.15100880000000005,0.06040352000000002
2293,los,riot,front,2.5,57:81,C3:29,2.6415047,0.14150470000000004,0.056601880000000014
2294,los,riot,front,2.5,57:81,C3:29,2.6111862,0.11118620000000012,0.04447448000000005
2295,los,riot,front,2.5,57:81,C3:29,2.6047024,0.10470239999999986,0.041880959999999946
2296,los,riot,front,2.5,57:81,C3:29,2.6139836,0.11398360000000007,0.04559344000000003
2297,los,riot,front,2.5,57:81,C3:29,2.6161837,0.11618370000000011,0.046473480000000046
2298,los,riot,front,2.5,57:81,C3:29,2.6423931,0.14239310000000005,0.05695724000000002
2299,los,riot,front,2.5,57:81,C3:29,2.5994148,0.09941479999999991,0.03976591999999997
2300,los,riot,front,2.5,57:81,C3:29,2.630732,0.13073200000000007,0.05229280000000003
2301,los,riot,front,2.5,57:81,C3:29,2.6124708,0.11247080000000009,0.04498832000000004
2302,los,riot,front,2.5,57:81,C3:29,2.6185298,0.11852980000000013,0.04741192000000005
2303,los,riot,front,2.5,57:81,C3:29,2.5985446,0.09854459999999987,0.03941783999999995
2304,los,riot,front,2.5,57:81,C3:29,2.648339,0.148339,0.0593356
2305,los,riot,front,2.5,57:81,C3:29,2.6061187,0.10611870000000012,0.04244748000000005
2306,los,riot,front,2.5,57:81,C3:29,2.6376688,0.13766880000000015,0.05506752000000006
2307,los,riot,front,2.5,57:81,C3:29,2.6429362,0.14293619999999985,0.05717447999999994
2308,los,riot,front,2.5,57:81,C3:29,2.6336581,0.1336580999999999,0.053463239999999954
2309,los,riot,front,2.5,57:81,C3:29,2.6178241,0.11782409999999999,0.047129639999999993
2310,los,riot,front,2.5,57:81,C3:29,2.6143536,0.11435359999999983,0.04574143999999993
2311,los,riot,front,2.5,57:81,C3:29,2.6329951,0.13299510000000003,0.053198040000000016
2312,los,riot,front,2.5,57:81,C3:29,2.6107254,0.1107254000000002,0.04429016000000008
2313,los,riot,front,2.5,57:81,C3:29,2.6353221,0.13532209999999978,0.054128839999999914
2314,los,riot,front,2.5,57:81,C3:29,2.6391172,0.13911719999999983,0.05564687999999993
2315,los,riot,front,2.5,57:81,C3:29,2.6056654,0.10566539999999991,0.04226615999999996
2316,los,riot,front,2.5,57:81,C3:29,2.638849,0.138849,0.0555396
2317,los,riot,front,2.5,57:81,C3:29,2.5995352,0.09953520000000005,0.039814080000000016
2318,los,riot,front,2.5,57:81,C3:29,2.6164014,0.11640139999999999,0.046560559999999994
2319,los,riot,front,2.5,57:81,C3:29,2.6546635,0.15466349999999984,0.06186539999999994
2320,los,riot,front,2.5,57:81,C3:29,2.599689,0.09968900000000014,0.03987560000000005
2321,los,riot,front,2.5,57:81,C3:29,2.6641714,0.16417139999999986,0.06566855999999995
2322,los,riot,front,2.5,57:81,C3:29,2.6211881,0.12118809999999991,0.04847523999999996
2323,los,riot,front,2.5,57:81,C3:29,2.640243,0.1402429999999999,0.05609719999999996
2324,los,riot,front,2.5,57:81,C3:29,2.5999772,0.0999772000000001,0.03999088000000004
2325,los,riot,front,2.5,57:81,C3:29,2.5944812,0.09448120000000015,0.03779248000000006
2326,los,riot,front,2.5,57:81,C3:29,2.5998325,0.09983250000000021,0.039933000000000086
2327,los,riot,front,2.5,57:81,C3:29,2.6055827,0.10558269999999981,0.04223307999999992
2328,los,riot,front,2.5,57:81,C3:29,2.6243236,0.12432359999999987,0.049729439999999944
2329,los,riot,front,2.5,57:81,C3:29,2.6039359,0.10393590000000019,0.041574360000000074
2330,los,riot,front,2.5,57:81,C3:29,2.633548,0.13354799999999978,0.05341919999999991
2331,los,riot,front,2.5,57:81,C3:29,2.6508949,0.15089489999999994,0.060357959999999974
2332,los,riot,front,2.5,57:81,C3:29,2.6251573,0.12515730000000014,0.05006292000000005
2333,los,riot,front,2.5,57:81,C3:29,2.610446,0.11044600000000004,0.04417840000000002
2334,los,riot,front,2.5,57:81,C3:29,2.6089854,0.1089853999999999,0.04359415999999996
2335,los,riot,front,2.5,57:81,C3:29,2.6380901,0.13809009999999988,0.05523603999999995
2336,los,riot,front,2.5,57:81,C3:29,2.663922,0.1639219999999999,0.06556879999999995
2337,los,riot,front,2.5,57:81,C3:29,2.6090257,0.10902570000000011,0.04361028000000004
2338,los,riot,front,2.5,57:81,C3:29,2.6338176,0.13381759999999998,0.05352703999999999
2339,los,riot,front,2.5,57:81,C3:29,2.6480517,0.1480516999999999,0.059220679999999956
2340,los,riot,front,2.5,57:81,C3:29,2.6277296,0.1277295999999999,0.05109183999999996
2341,los,riot,front,2.5,57:81,C3:29,2.6391897,0.1391897000000002,0.05567588000000008
2342,los,riot,front,2.5,57:81,C3:29,2.6678915,0.16789150000000008,0.06715660000000004
2343,los,riot,front,2.5,57:81,C3:29,2.6232061,0.12320609999999999,0.04928244
2344,los,riot,front,2.5,57:81,C3:29,2.6616075,0.16160750000000013,0.06464300000000005
2345,los,riot,front,2.5,57:81,C3:29,2.6097789,0.10977889999999979,0.04391155999999992
2346,los,riot,front,2.5,57:81,C3:29,2.6382363,0.13823629999999998,0.05529451999999999
2347,los,riot,front,2.5,57:81,C3:29,2.5867643,0.08676430000000002,0.03470572000000001
2348,los,riot,front,2.5,57:81,C3:29,2.623439,0.12343899999999985,0.04937559999999994
2349,los,riot,front,2.5,57:81,C3:29,2.658658,0.15865799999999997,0.06346319999999998
2350,los,riot,front,2.5,57:81,C3:29,2.6048028,0.10480279999999986,0.041921119999999944
2351,los,riot,front,2.5,57:81,C3:29,2.6197889,0.11978890000000009,0.04791556000000004
2352,los,riot,front,2.5,57:81,C3:29,2.6192646,0.11926460000000016,0.04770584000000007
2353,los,riot,front,2.5,57:81,C3:29,2.5716593,0.07165929999999987,0.028663719999999948
2354,los,riot,front,2.5,57:81,C3:29,2.6536395,0.15363950000000015,0.06145580000000006
2355,los,riot,front,2.5,57:81,C3:29,2.5808668,0.0808667999999999,0.03234671999999996
2356,los,riot,front,2.5,57:81,C3:29,2.6264684,0.12646839999999981,0.05058735999999993
2357,los,riot,front,2.5,57:81,C3:29,2.6205721,0.12057209999999996,0.04822883999999998
2358,los,riot,front,2.5,57:81,C3:29,2.6334426,0.13344259999999997,0.05337703999999999
2359,los,riot,front,2.5,57:81,C3:29,2.6316521,0.13165210000000016,0.05266084000000006
2360,los,riot,front,2.5,57:81,C3:29,2.6071844,0.10718439999999996,0.04287375999999998
2361,los,riot,front,2.5,57:81,C3:29,2.6181037,0.11810369999999981,0.047241479999999926
2362,los,riot,front,2.5,57:81,C3:29,2.6290438,0.12904379999999982,0.05161751999999993
2363,los,riot,front,2.5,57:81,C3:29,2.6094966,0.10949659999999994,0.04379863999999998
2364,los,riot,front,2.5,57:81,C3:29,2.6315543,0.1315542999999999,0.05262171999999996
2365,los,riot,front,2.5,57:81,C3:29,2.6134381,0.11343810000000021,0.04537524000000008
2366,los,riot,front,2.5,57:81,C3:29,2.6195669,0.11956690000000014,0.04782676000000006
2367,los,riot,front,2.5,57:81,C3:29,2.6730818,0.17308179999999984,0.06923271999999994
2368,los,riot,front,2.5,57:81,C3:29,2.6433866,0.14338659999999992,0.05735463999999997
2369,los,riot,front,2.5,57:81,C3:29,2.642421,0.14242100000000013,0.05696840000000005
2370,los,riot,front,2.5,57:81,C3:29,2.6473057,0.14730569999999998,0.058922279999999994
2371,los,riot,front,2.5,57:81,C3:29,2.5930969,0.09309689999999993,0.03723875999999997
2372,los,riot,front,2.5,57:81,C3:29,2.6344859,0.13448590000000005,0.05379436000000002
2373,los,riot,front,2.5,57:81,C3:29,2.6251654,0.1251654000000002,0.05006616000000008
2374,los,riot,front,2.5,57:81,C3:29,2.5756013,0.0756013000000002,0.030240520000000083
2375,los,riot,front,2.5,57:81,C3:29,2.6946492,0.1946492000000002,0.07785968000000007
2376,los,riot,front,2.5,57:81,C3:29,2.5788514,0.07885140000000002,0.03154056000000001
2377,los,riot,front,2.5,57:81,C3:29,2.6513197,0.15131970000000017,0.06052788000000007
2378,los,riot,front,2.5,57:81,C3:29,2.6570048,0.15700480000000017,0.06280192000000007
2379,los,riot,front,2.5,57:81,C3:29,2.610595,0.110595,0.044238
2380,los,riot,front,2.5,57:81,C3:29,2.6372497,0.13724969999999992,0.05489987999999997
2381,los,riot,front,2.5,57:81,C3:29,2.6497583,0.1497582999999998,0.05990331999999991
2382,los,riot,front,2.5,57:81,C3:29,2.6592333,0.1592332999999999,0.06369331999999997
2383,los,riot,front,2.5,57:81,C3:29,2.6418733,0.14187329999999987,0.05674931999999995
2384,los,riot,front,2.5,57:81,C3:29,2.6645345,0.1645344999999998,0.06581379999999992
2385,los,riot,front,2.5,57:81,C3:29,2.5870652,0.08706520000000006,0.03482608000000002
2386,los,riot,front,2.5,57:81,C3:29,2.6108894,0.11088940000000003,0.04435576000000001
2387,los,riot,front,2.5,57:81,C3:29,2.6193075,0.11930750000000012,0.04772300000000005
